text,label
【新品女鞋雪地靴棉靴棉鞋毛口靴子中筒靴韩版豹纹】分享了 http:url.cn/40eOZJ$LOTOzf$,woman
剖腹产分为竖切口和横切口，竖切口不仅影响美观，而且切口的疤痕牢固性最差，愈合最慢。如果进行过该种切口，你不可能再有机会尝试阴道分娩。横切口又叫美容切口。因为这种切口不在子宫收缩的部位，形成的疤痕最牢固，子宫破裂的危险最小，术后粘连也最少。这种切口同时也较小，愈合会更快些。,woman
【冬天女人吃什么最养颜】红枣；蜂蜜；玉颜膏；仙人粥(防老去皱)；龙眼&枸杞；莲子龙眼汤(补血润肤，美白养颜)；胡桃&芝麻；核桃芝麻牛奶(补脑益智滋润肌肤)；南瓜子&花生&猪皮；南乳花生猪手煲(丰胸美胸)。>>>喜欢请收听收听【美容时尚】$LOTOzf$,woman
盘点：女性最赚钱的九大职业_女人潮_引领时尚潮流女性门户网站 http:url.cn/4AyE35$LOTOzf$,woman
【送给每个女孩】1、学会低调，取舍间，必有得失。2、做自己的决定。然后准备好承担后果。3、慎言，独立，学会妥协的同时，也要坚持自己最基本的原则。4、明白付出并不一定有结果。5、过去的事情可以不忘记，但一定要放下。6、要快乐，要开朗，要坚韧，要温暖，对人要真诚。$LOTOzf$,woman
【高丝精米水凝保湿眼霜】改善肌肤水分保持能力，摆脱肌肤粗糙和干燥引起的皱纹。精密水凝保湿露超越以往保湿品的概念和范畴，不再仅仅是给与肌肤润泽，而是进化至让肌肤自身提高保湿能力继而产生润泽。http:url.cn/3JwQr$LOTOzf$,woman
如何有效去除鱼尾纹？皱纹的出现是不可避免，而最显眼的眼部却最先出现，眼部的鱼尾纹在昭示着我们年龄增长。对于皱纹较深的人来说，注射法肯相对比较好，也更加安全有效。目前较为常用的的注射材料有伊维兰、玻尿酸、胶原蛋白、自体脂肪、等。这种方法可以精确作用于需要去除鱼尾纹。$LOTOzf$,woman
亚冠对于中国足球而言，谈签位好坏没有任何意义，就看俱乐部是否真行诚意干点大事。许家印有这个雄心，恒大能整出点大动静，尽管这个组很强。足球就是一项燃烧激情和人民币的运动，不能光喊口号，得看你真金白银砸了多少钱，吹牛反正不用砸钱，所以大家都爱吹牛。$LOTOzf$,sports
【校队足球纪录电影（预告片）武汉工程大学邮电与信息工程（一球成名））】岳哥碉堡了···· http:url.cn/4MRJ3m                收起校队足球纪录电影（预告片）武汉工程大学邮...$LOTOzf$,sports
现在在厦门打球，需要有创意的东东越来越多了。看这哥们，戴口罩打厦门凯歌场。标签：$LOTOzf$,sports
最近喜欢看的杂志，昕薇的服饰版，时尚cosmo的美容版和OGUE的美容版。$LOTOzf$,literature
团购了纤典美容美体( http:url.cn/1gF2Us  )，并发表点评：以这个价位而言，真的很实惠。按摩得很舒服滴$LOTOzf$,woman
组图：黑寡妇斗艳潘晓婷 深装惹幼童好奇  http:url.cn/2BZY8T  (分享自 腾讯体育 )$LOTOzf$,sports
"400多年前,荷兰人造西班牙人的反,是反封建殖民,是要独立，是第一场胜利了的资本主义革命。马克思称其是英国资产阶级革命的“原型”。如今荷兰vs西班牙,莱因克尔称其为：完全足球vs完全足球。$LOTOzf$",sports
转转转，奖奖奖，我参加了POTONO个性化女包免费送活动，POTONO 箱包官方推出个性化定制服务，只要转发，就有机会赢得价值899元和价值1188元的定制套餐，整个活动送出10个免费名额，赶快行动哟http:url.cn/1l3uZj$LOTOzf$,woman
【朴智星期望曼联继续给力】在5-0大胜维冈竞技之后，为曼联首开纪录的朴智星并没有沾沾自得，而是冷静地表示曼联要继续拿出这样的表现，也只有这样才能超过曼城取得最终的胜利。cc英超 国际足球$LOTOzf$,sports
转发微博。张维麟：都市时报第一届粉丝节，都市时报吉祥物征集活动开始，稿件请投邮箱：163，截止日期：2012年1月10日，吉祥物一经选用，稿费从优有设计天赋的兄弟们，快来吧求扩散廖小静周智琛刘春田画画都市时报转发(7)评论(1)12月14日14:25来自新浪微博标签：$LOTOzf$,literature
回复千古云霄一羽毛:恭喜你，成为湖南经视《英超足球夜》第四个问题的幸运观众。 千古云霄一羽毛:净胜球1个$LOTOzf$  湖南经视英超足球夜：今晚12点湖南经视《英超足球夜》为大家带来英超第15轮的直播：斯托克城S热刺的比赛，欢迎广大球迷踊跃留言，微博互动！转发(5)|评论(70)12月11日 23:00 来自新浪微博            ,sports
《空境》 天空一无所有…… 天空之可贵，也正因一无所有可容纳天下万物。 心也应该如此， 纯净的心包容一切、但无任何尘世杂质。$LOTOzf$,literature
成墨初(成墨初)icon_authen.png:【不断学习是改变人生的最强力量】哈佛有一个着名的理论：人的差别在于业余时间，而一个人的命运决定于晚上8点到10点之间。每晚抽出2个小时的时间用来阅读、进修、思考或参加有意的演讲、讨论，你会发现，你的人生正在发生改变，坚持数年之后，成功会向你招手。$LOTOzf$,campus
巅峰盛宴【巧吃10种水果减肥】①在早晨到午饭间吃苹果；②餐后喝点鲜柠檬泡水；③把菠萝当成主食；④猕猴桃果汁可瘦身；⑤晚饭半小时后吃点葡萄柚；⑥香蕉可搭配蔬菜食用；⑦将山楂做成零食；⑧火龙果可榨汁或制沙拉；⑨草莓和酸奶配合食用；⑩将橘子和其他饭食搭配。http:t.cn/S2mqqC				$LOTOzf$,woman
【珠海体育中心迎春花市下月13日开张】昨日，2012年珠海迎春花市体育中心点开始竞标，记者了解到，体育中心迎春花市时间为1月13日至22日，为期十天，另一主要迎春花市拱北夏湾点由于受道路改造影响，正待重新选址中。 http:url.cn/292Zy  珠海新闻网 报道这里是珠海$LOTOzf$,sports
黄蜂、火箭以及湖人的三方交易告吹，火箭眼看要到手的飞了，他们转而打起了另一个的主意。火箭为开出了4年5500万的合同。不过，灰熊打算匹配这个合同。,sports
85杆147一览：柯普第三杆史上第5 丁俊晖排名第四 http:t.cn/S44lY （分享自 新浪体育）        $LOTOzf$,sports
293城画影像志罗洋的《女孩故事》里，女孩们就像一种生活在这个世界上很微妙有趣的生物，她们有着最敏感的触角，带着一种勇敢和怯懦，不断地对着这个世界去试探。城市画报曾翰罗洋$LOTOzf$,literature
选出你心目中第十轮广东三雄五佳球吉林广东；东莞广厦；佛山新疆。选出你心目中的五佳球吧我们将在本周四（12月15日）20：27《篮球大本营》中公布喔标签：$LOTOzf$,sports
张五毛：有奖征集《公主坟》封面承蒙大家厚爱，《公主坟》首印已经所剩无几，现在开始准备再版加印。再版《公主坟》封面和内文纸张全部更换，内容也要做一些改动。现向大家征集再版封面。要求：有一定的视觉冲击力、雅致、大气。一经采用送样书五本，奖人民币500大洋。邮箱163朗朗书房刘晶转发(3)评论(2)12月14日09:53来自新浪微博标签：$LOTOzf$,literature
那是从中世纪延续而来的赛马节，在足球篮球还未盛行的中世纪，赛马绝对是那里的第一大赛事，四处而来的骑士们在这天为了荣誉而战。张孟达：时尚旅游每日一图托斯卡纳（）一向都是与安静、悠然、优雅诸如此类的字眼相随。每年8月16日，小城突然沸腾起来，那是从中世纪延续而来的赛马节，穿着15世纪服装的骑手们向广场进发，仿佛是完成了一次过去到现在的穿越。晚上7点半随着一声轰鸣的炮响，赛马正式开始。图文千阳游走世界中转发(10)评论(3)12月9日11:47来自新浪微博,sports
优家三周年年刊特别策划时尚专题，以《东方美，西方见》；《对话本土女设计师》；《衣橱灵感》和《传承经典》，传达我们对女性的美与时尚的态度。,literature
75胜出需具备五大因素智能手机市场上已经出现两大成功平台：苹果和。目前市场上还有第三大平台出现的机会吗鉴于经历了开源重生，下一代黑莓操作系统尚未完成，目前只有一个手机平台能够迅速成为竞争者，即微软75。:标签：$LOTOzf$,literature
【中国传媒大学07级动画毕业设计《游园惊梦》终版--王琳慧】 http:url.cn/3WNia3                收起中国传媒大学07级动画毕业设计《游园惊梦》...$LOTOzf$,campus
 继海防阿内尔卡，我看行！真的！但是丢二个阿内尔卡，我看你们怎么防！哈，这个才是命题。 || 孙继海: 说实话如果一防一难度 太大了，中超几乎每有后卫可以，当然足球还是十一个人玩的游戏 马德兴: 第一个就让你去对付他！中超第一场最好就是申花vs陕西，如何？  $LOTOzf$      孙继海:阿内尔卡的到来对中国足球来说确实是件好事，他的能力我还是比较清楚的，一定会给申花队带来很大提升，给各队的后卫带来很大麻烦，不过他的到来更大的意义是证明中超投入在加大，对于高水平的球员更具吸引力，在足球发达地区也慢慢开始有了一定的认知度。昆明市西山区 - 地图展示,sports
双鱼？恩好吧蔡蕊莲:无程玥玥：12星座拍拖时脾气最好榜单出炉1双鱼座。2水瓶座。3天秤座。4巨蟹座。5金牛座。6摩羯座。7射手座。8双子座。9处女座。10天蝎座。11狮子座。12白羊座。程程袁野华少天悦转发(305)评论(33)12月11日09:21来自客户端标签：$LOTOzf$,woman
这是哪跟哪啊北京国安官方微博：北京国安足球俱乐部已与邵佳一签署了工作合同。转发(4339)评论(1119)12月13日16:39来自客户端标签：$LOTOzf$,sports
转发微博。雨时俱静：世界足球日还记得那个叫追风少年吗？作为运动员，如今我们都已经老了。永远关注中国足球，作最真实中国球迷曲波转发(86)评论(14)12月9日12:26来自新浪微博标签：$LOTOzf$,sports
韶辉:感谢张亮绝对要洋气模特张亮:希望辉哥与时装男刊越来越好越来越洋气韶辉:这是我人生的一个新的挑战，我对《时装男士》充满信心，感谢时装传媒集团对我的信任，感谢主编时装男士杂志：《时装》传媒集团人员调整《时装》传媒集团今天发布了集团岗位变动通知，原时装杂志副主编兼时装总监王韶辉韶辉，在新的一年将担任时装男士杂志执行主编。伴随着新主编的加盟，让我们拭目以待2012年《时装男士》杂志将带来什么样的精彩。苏红转发(1008)评论(319)12月13日12:39来自新浪微博标签：$LOTOzf$,literature
"第五届法学教授羽毛球邀请赛:教授组男双,武汉大学皮勇教授、林亚刚教授对阵中南财经政法的两位教授$LOTOzf$",sports
张恬这个人：扣篮公仔麦迪中文网虎扑篮球昨晚光顾着布置场景拍照，广厦比赛，拉莫斯和钱德勒同在场上的配合都没仔细看。典韦和老北京的那两期没买到，看我这么热诚，送我两本吧，或是就寄公仔也行体育世界官方转发(2)评论(3)12月7日10:28来自新浪微博标签：$LOTOzf$,sports
回复:对，今天上市:转发此微博:已经上市了吗？科幻世界：新刊预告错过了众星云集的第二届全球华语科幻星云奖？念念不忘宝树的《三体》？翘首以待华裔科幻作家刘宇昆的新作？念叨了很久的“全屏”封面？2012年第1期《科幻世界》，不仅会满足你的心愿，还有众多新变化等待着你去发现更多详情请点击：:2转发(57)评论(42)今天11:59来自新浪微博标签：$LOTOzf$,literature
今天介绍一款祛痘印的小偏方，盐食醋祛痘印法：准备材料：醋、盐、水，三者比例为盐：醋：水=1：3：9 ，将三种材料按照比例调匀， 使用方法：用温水洁面，将沾湿的毛巾直接擦脸，早晚各一次，痘印会渐渐减少，同时，皮肤也会越加白皙。MM们可以按照此方祛痘印，坚持下来效果不错哦！				$LOTOzf$,woman
姜洪军：回复科学出版社人文分社:作为职业经理人斯科特对早期苹果公司治理作用深巨，他将苹果公司视为自己的孩子。《乔布斯和他的对手们》（科学出版社出版）目前当当网有售。:2科学出版社人文分社:有这么严重吗？姜洪军：我的新书《乔布斯和他的对手们》（科学出版社出版）第3章《被遗忘的首任》片段:年轻的乔布斯与苹果董事长马库拉联手将有汗马功劳的公司首任斯科特解聘当时乔布斯有一种负罪感，他一直害怕斯科特会自杀。图为斯科特。转发(11)评论(5)10月18日11:51来自新浪微博标签：$LOTOzf$,literature
十二星座对应的《名侦探柯南》人物，你是哪一个？1白羊座：京极真2金牛座：工藤新一3双子座：怪盗基德4巨蟹座：宫野明美。5狮子座：铃木园子6处女座：毛利兰7天秤座：小泉红子8天蝎座：服部平次9射手座：佐藤美和子10摩羯座：灰原哀11水瓶座：中森青子12双鱼座：远山和叶$LOTOzf$,woman
沙宣来了每日播报干净的长刘海外线和多变的梳理方式，不仅使得个人英气立刻提升而且还能带来不同的视觉效果。找到合适自己的发型才是剪发的真正目的$LOTOzf$,woman
北京时间12月1日，西甲公布了上赛季各奖项的评选结果。巴萨巨星莱奥-梅西力压最大竞争对手克里斯蒂亚诺-罗纳尔多，一人独揽最佳球员和最佳前锋奖。该奖项由业内认识评选产生，对于梅西来说，是至高的荣誉。 http:url.cn/1XCeLr   CC巴塞罗那新闻哥 梅西官方微博群(*919145) LigaBBA                收起视频：C罗梅西先后加冕 金球将敲定世界最佳$LOTOzf$,sports
拒绝冷漠 温暖你我似乎已经找到了中国人态度冷漠的病灶，同时也了解了产生这种冷漠的根源，众所周知，这种冷漠使中国人不能有效地组织起来。而解决问题的办法似乎也很简单，即制定法律，保护民权。但好像没有人有足够的远见能看到这么做的长远影响。没人要求这样。也没人真的想这样。----BY林语堂$LOTOzf$,literature
【本周热销】1.《信睿》主编许洋 信睿 ；2.郑渊洁 《皮皮鲁送你100条命》二十一世纪出版社官方 出版；3.《中国国家地理》中国国家地理 出版；4.[美]沃尔特?艾萨克森《史蒂夫?乔布斯传》中信出版社 出版；5.冯唐 《如何成为一个怪物》新星出版社 出版。祝周末好读~ http:t.cn/h4J1wA				$LOTOzf$,literature
女性朋友们要好好爱自己哦我为奢品狂:女性朋友们要注意的，五个时候绝不能洗澡美妆汇：女性朋友们要注意的，五个时候绝不能洗澡原文转发原文评论,woman
"【一分钟美白法之甜酒酿美白小面膜】原料：甜酒酿、压缩面膜；做法：甜酒酿倒在一个乾净的容器里，连米也一起倒出来。把米压碎一点，然後就可以把面膜纸放进容器里吸足够量的酒酿，敷八到十分钟就可 以了。 然後一样清水洗一下脸,，正常护肤程式即可！>>>想知道怎么化妆就收听冬天跟我学化妆$LOTOzf$",woman
红运内衣。012你最想求的红运是什么？桃花运、财运，事业运、蜜运、考试运。华歌尔官方微博：华歌尔内衣洋溢着节日气氛的季节怎能没有红色，华歌尔最新爱魅系列新品热力上市，与国际影星张静初一同感受无限魅惑能量。诱惑的低设计，配合可拆卸插片，塑造深邃乳沟，让性感加倍。细腻的蕾丝贴花与皮质材料的碰撞，更显热辣。朱唇轻启诱惑若隐，让被欣赏的你同静初一样妩媚性感，充满魅力。原文转发原文评论$LOTOzf$,woman
最强先发五虎：公牛居榜首 热火湖人难入三甲  http:url.cn/2hwJa4  (分享自 腾讯体育 )$LOTOzf$,sports
就我不是阿拉蕾 那姿色，竟然要交这么多税收！‘地球形象税收局’的审美观真是令我不敢恭维。快来看看你要纳多少形象税：http:url.cn/3YFsGb$LOTOzf$,woman
丁俊晖轰生涯第三杆147 创两项历史第1载史册 http:url.cn/1OkY3$LOTOzf$,sports
女生至爱活泼俏皮的代表经典款单拉链长夹钱包拉手49元包邮噢:532,woman
【十二星座MM谁做饭最好吃】冠军（巨蟹座）、亚军（金牛座）、季军（双鱼座）、第4名（双子座）、第5名（天秤座）、第6名（处女座）、第7名（射手座）、第8名（水瓶座）、第9名（魔羯座）、第10名（狮子座）、第11名（白羊座）、第12名（天蝎座）。$LOTOzf$,woman
拉手网在团购《最家长》哦！37元一年，还另外多送一本，哇，超值啊！快去看看吧http:t.cn/SG0WMk        $LOTOzf$,literature
优购百科:1986年1987年赛季对于乔丹来说是突破性的一年，他的得分记录开始直线上升。全明星赛周末中，迈克尔赢得了他的首次扣篮比赛冠军，并迎来了第一个得分王头衔。在整个赛季夺得3000分的首位球员。伴随他取得辉煌战绩的是由意大利制鞋大师打造的一双压花革球鞋。$LOTOzf$,sports
在鸦片横行的时代，“东亚病夫”（“Sick man of Asia”）这个词是全体海内外中国人内心深处的世纪之痛。现如今，当我们照镜子时，身体是强壮了，但仍缺乏完全摆脱“东亚病夫”的底气——看过中国足球的人都知道，那是精神上的差距。$LOTOzf$,sports
2011体坛风云人物提名奖揭晓 刘翔李娜获提名  http:url.cn/0UAmTw  (分享自 腾讯体育 )$LOTOzf$,sports
 单行本正在筹备中！请关注《知音漫客》和《漫客绘心》近期的新书预告~$LOTOzf$      江喻飞:吹沙 昨日青空完结了，单行本啥时候出来？,literature
NIKE冬季联赛武汉站，TNT夺得冠军，313获得亚军 —— [凯文体育]$LOTOzf$,sports
转发微博微杂志：长日尽处我来到你的面前你将看见我的伤痕你会知晓我曾受伤也曾痊愈泰戈尔《飞鸟集》转发(647)评论(47)今天10:15来自新浪微博标签：$LOTOzf$,literature
《上海国土资源》已被美国《乌利希国际期刊指南》（）收录，2011年12月6日该指南高级副编辑告知此讯，中国科学技术期刊编辑学会经检索后于12月12日发来确认信息。标签：$LOTOzf$,literature
【当当看历史】经过近一年的联络沟通，《看历史》终于在当当上架。现在当当、卓越、京东、快书包等主要购书网站，全部都可购买本刊了。http:url.cn/2BG4BP$LOTOzf$,literature
历史小说《关云长——关羽不是传说》出版$LOTOzf$,literature
“全球十大变性美女之一”河莉秀明晚抵徐号称“全球十大变性美女之一”的韩国影视歌三栖明星河莉秀将飞抵徐州。河莉秀此行，是应亚洲整形医师协会和中国玫瑰行动爱心基金会的邀请，为徐州美莱美容医院的中韩整形美容合作项目和中国玫瑰行动徐州地区的爱心援助医院授牌同时为2010亚洲中韩美容节揭幕。,woman
2011好书推荐断裂线，我的救命稻草！$LOTOzf$,literature
美丽风情365香水能让每个女人的性感指数飙升。那么你想拥有这样一款香水吗，它能散发出微妙、轻盈的味调，精巧表达出恋爱中女性的心情自由去爱，义无反顾。珍爱爱恋香水能让你打开自由悸动的法式心扉幸运派年底豪礼派送中，兰蔻爱恋香水即将上线，恋爱中的一定要关注哦。$LOTOzf$,woman
甄子丹自传《问丹心》隆重上市功夫巨星甄子丹首次揭露从龙套到巨星的蜕变过程，真实吐露了童年学武中的苦乐、与圈中好友（黄秋生黄百鸣李连杰）的真挚友情、与太太汪诗诗的甜蜜爱情。此书是一部励志书、一部爱情保鲜书、以及一部处世哲学书。让你爱生活、爱家庭、成为生活的“武者”。$LOTOzf$,literature
 ||腾讯薇薇：热烈欢迎，国际足球巨星、世界足球先生 C罗入驻腾讯微博$LOTOzf$      C罗:Hello QQ users! I've opened this account to be closer to my chinese fans and happy to share exclusive contents with you. Stay tuned! [译],sports
转发微博汪泉0315：教练来了，给人第一印象就是严谨里带点豁达。呵呵第二印象是他的一句话说的是“我要把绿城带到中超冠军、你们不要笑起码我的目标是这样的这不是不可能的。”童鞋们一起加油吧转发(30)评论(60)今天12:14来自新浪微博标签：$LOTOzf$,sports
嘉人的专栏提供了好多有效的，受益匪浅哦嘉人：随着秋冬季节的慢慢来临，姐妹们的肌肤是不是也随着季节的变化而变化，11月的嘉人美妆，对于护肤、美妆、美发的内容依然精彩不断，等不及的亲们一定不能错过哦写下你的评论更有机会登上下期杂志并获得相关礼品哦:75转发(9)评论(9)11月3日12:47来自新浪微博标签：$LOTOzf$,woman
期市小妖:转给美女们，好好照顾自己哦。美容小窍门：女人衰老的原因一缺气、二寒气、三肾亏。每天早上三片生姜、一杯蜂蜜水、三颗红枣，两天一瓶酸奶，平时多吃鸭血猪血。特别提醒例假时期不能吃海带海鲜香蕉西红柿。梳头（百穴），洗完澡用电吹风吹肚脐眼（丹田），低血糖吹腰，月经不调吹后脑勺，每天晚上泡热水脚，每天敲足三里。转发(16984)评论(935)12月6日12:40来自皮皮时光机标签：$LOTOzf$,woman
古火拉兹五毛:刘鑫:科幻世界姚海军《当代》年度最佳长篇小说评选网友提名最新动态：《三体3》暂居第一位虽然最终恐怕无法获得主流文学圈的这一重要奖项，因为它某种意义上还是“专家奖”，但我很高兴这份由全国近百位专业媒体人提名的年度长篇小说二十强中，科幻文学的代表破冰而出语无伦次：2011年度《当代》最佳长篇小说正在网上读者投票，在第一页作品中，我读过的只有《天香》《刘氏女》。《古炉》是没读完，其他的都只是听说过。不知读者在评选的时候是挑自己读过的，还是看着作家名气投？:04转发(130)评论(20)12月14日11:07来自新浪微博标签：$LOTOzf$,literature
这个粉底效果非常不错的说！非常喜欢！				 COERMARK官方微博：  COERMARK 上海百盛淮海路店今日璀璨登场！  优惠活动之  明星产品 ＜真我色彩＞系列粉底（网称“中草药”）限量优惠套装A  明星产品 柔软遮瑕粉底霜 （网称“魔术粉膏） 限量优惠套装B～～详情请参看图片或COERMARK 官方网站http:t.cn/SwYGbn原文转发|原文评论 $LOTOzf$,woman
在体能消耗极大的情况下依然每球必争，在落后的情况下保持着平稳的心态并敢打敢拼，这些女足黄金一代最珍贵的品质都在这支大运女足的姑娘身上再次体现，和几名国脚助阵带来的作用相比，恐怕这些才是中国女子足球称雄大运赛场更为重要的原因。$LOTOzf$,sports
今天的体育快评也来关注这个，阿内尔卡阿内尔卡五星体育新闻：五星体育今晚19点《体育新闻》22点《体育夜线》和您一起关注申花如何征服阿内尔卡转发(44)评论(16)12月12日13:53来自新浪微博标签：$LOTOzf$,sports
高清：大学生5人制联赛开幕 北工大7-3北科大  http:url.cn/2Cctb8$LOTOzf$,campus
【生不如死的“痛经”如今终于有了解救的方法】配料：水，红糖，红花生，红枣，红豆，枸杞。来完月经一个星期之后就可以煮来喝啦！喝完下个月来就不会痛咯。$LOTOzf$,woman
今天不睡了经乌龙事件后曼联巴塞尔欧冠现场直播,sports
呼啦圈能减肥瘦腰嘛？当然可以但需要注意以下几点：1、呼啦圈运动量较小，每次需持续30分钟以上方能见效2、每周运动三次，每次至少三十分钟，心跳达一百三十下，长时间且持续有点喘又不会太喘3、不能单向旋转，容易造成脊柱旋转错位健康减肥关注也瘦网,woman
最后是12月15日《篮球先锋报》的新闻报道，上一轮CBA焦点之战无疑就是邓华德重回上海滩。结果比赛也像电影一样，以弱胜强的好戏再次上演。而一向很有“性格”的邓华德此番故地重游，整个人也低调了不少。也许就像我们的标题一样，他也希望上海将他遗忘……        $LOTOzf$,sports
＜天子传奇8＞本来预算12月出版，现在改为明年2月出版，为何呢？很简单，多些时间可以制作得更好，坚决要最劲      $LOTOzf$,literature
转发微博。女人帮：漂亮女人饭后不做9件事1、不要立刻吃水果。2、不要立刻喝茶。3、不要立刻吸烟。。4、不要立刻多饮水。5、不要立刻喝汽水。6、不要立刻池糖。7、不要立刻做剧烈运动。8、不要立刻看书。9、不要立刻洗澡坚持这9件事，10年后比现在还美。怕忘记？转发吧女人帮转发(476)评论(42)12月5日16:30来自皮皮时光机标签：,woman
中超结束，中国足球仍然在迷茫中寻找自己得未来$LOTOzf$,sports
叫我张伊明:这个得转一下子微周刊：2012年事业旺财运旺旺的12星座排名巨蟹座（第一名）；双子座（第二名）；天蝎座（第三名）；狮子座（第四名）；水瓶座（第五名）；双鱼座（第六名）；金牛座（第七名）；处女座（第八名）；白羊座（第九名）；摩羯座（第十名）；射手座（第十一名）；天秤座（最後一名）。微周刊转发(15)评论(4)今天10:00来自皮皮时光机标签：$LOTOzf$,woman
2011年体坛风云人物特别节目两位嘉宾最看好哪位特别贡献奖的候选人，对于姚明没能入选，嘉宾又持怎样的看法。登陆参与节目发表您的看法。$LOTOzf$,sports
【新书预售】白骁 作品《4.9×4.9-new battle-》单行本3-4卷继1-2卷后再度重拳出击，已上架预售！！热血比赛激烈对决，加上纠葛的青春恋爱关系，多角恋情全面陷入！本次还将收录《4.9×4.9》官方代言人岚陵萧萧声为作品特别拍摄之写真及随第四册附赠精美对折拉页。购买地址：http:url.cn/1AKLDL$LOTOzf$,literature
亲，现在我们湖北体育频道的体坛那些事节目正在播出喔今天的主题是“赴国外取经”主持人艾轶将和嘉宾郑斌、包波大家带来有关足球教练员赴国外学习足球技术理念的话题，欢迎收看喔标签：,sports
【校车将享有中国最高路权】据新华社，公安部表示，各级公安机关和交管部门要以最高的路权为校车提供保障服务，以最严的措施查处校车严重交通违法行为，深入开展校车安全隐患排查整治，尽最大的努力维护校车交通安全。        $LOTOzf$,campus
《金卡工程》经国家新闻出版署正式批准由广东省科技厅主管、广东省对外科技交流中心主办。欢迎广大读者踊跃投稿编辑部：联系电话：耿编辑02083547151李编辑工作：1641154104（双休日编辑部不上班）投稿邮箱：01163。有国内统一连续出版物号441541，国际标准刊号16712498标签：$LOTOzf$,literature
普拉蒂尼围攻英超的举措终于在本赛季的欧冠中大放异彩，曼彻斯特哥俩傍着出局，切尔西要不是老魔兽，也悬，反倒是赛季前半死不活的枪手颇显顺利。英超被围剿，意甲反倒有3，另外，包子队一堆，普总，这下是彻底均贫富了，您满意了，球迷好像不太乐意了。,sports
发表了博文《安思定为您分析：女性更年期失眠的原因》女性更年期易失眠是为什么更年期会影响女性健康的问题有很多，了解更年期关的影响因素就变得很重要了。安思定小贴士为您介绍下，更年期失眠的原因到:$LOTOzf$,woman
曼联曼城平了，阿森纳平了，拜仁输了，又有多少人狂输或者暴富？$LOTOzf$,sports
香港大学(上海）实效经理人研究生文凭课程班: 整合实效管理是近年来新兴的高等管理教育哲学，本课程首次将这一理念带到中国内地。课程包含整合管理和实效管理两大知识型经济下必备的管理精髓，重在开拓学员国际视野，通过不同思维模式的学习，助其推动企业创新和变革 http:t.cn/Shb5qZ				$LOTOzf$,campus
1982年看世界杯时爱上了阿根廷，同时记住了巴西的苏格拉底----一个身材修长的大个子，居然可以把足球“玩弄”的如此灵动，而且还是个博士。可惜终归和唯美足球一起随风而逝。$LOTOzf$,sports
我冬天的最爱美宝莲：两款2011冬日限量唇部产品立刻到美宝莲专柜不用羡慕妒忌恨噢第一个是:美宝莲宝贝护唇膏大爱纽约时尚限量版全国限量6万另外一款是美宝莲绝色唇膏红色倾城限量版持久至纯色彩是宝贝们打造圣诞华丽潮妆的必备噢:2转发(26)评论(7)今天11:23来自分享按钮标签：$LOTOzf$,woman
 NBA50大传奇巨星1965年，巴里在NBA选秀大会上被旧金山勇士队在首轮选中。身为一年级菜鸟的里克-巴里却打出了巨星级的表现，强烈的进攻欲望即使在对抗更强的NBA赛场也没有任何减弱，第一年赛季结束，他就以场均25.7分排名联盟第四，毫无悬念的当选NBA最佳新人并入选当年NBA最佳阵容$LOTOzf$      NBA:NBA50大传奇巨星1965年，巴里在NBA选秀大会上被旧金山勇士队在首轮选中。身为一年级菜鸟的里克-巴里却打出了巨星级的表现，强烈的进攻欲望即使在对抗更强的NBA赛场也没有任何减弱，第一年赛季结束，他就以场均25.7分排名联盟第四，毫无悬念的当选NBA最佳新人并入选当年NBA最佳阵容。,sports
目前，各个地方的政府，都在加强市民化管理，让更多的外来务工人员子女都能接受教育。小学、中学都已按照当地市民政策，就近入学。大学、幼儿园可能还需要个人的努力，也需要政府和企业各方面的努力。郭巧：向许景南郑六和提问：在解决外来务工人员子女的教育问题上有没有什么新的举措和帮扶政策呢？转发(2)评论(2)2月23日21:19来自微访谈用工趋紧标签：,campus
【好莱坞式结局】如果对休斯敦的总决赛是贝克汉姆在美国的绝唱，那他的离开算得上功德圆满——帮助银河拿到冠军，为大联盟赢得关注，甚至改变了美国足球。http:t.cn/StYa7F        $LOTOzf$,sports
谢谢米女对我们的支持，也祝愿米女的肌肤变得更加清新靓丽哟车厘子：膜法世家5折，败了绿豆清肌净白修护组合（面膜蜜汁洁面酒糟酵素面膜活肤淡斑去黑头收毛孔）希望真的好用原文转发原文评论,woman
【让女人加快衰老的10大原因】1.整天愁眉苦脸，庸人自扰；2.熬夜；3.经常暴晒；4.抽烟喝酒；5.面部表情过于丰富；6.不爱喝水；7.不喜欢运动；8.卸妆不彻底；9.不了解自己的皮肤，用不合适的护肤品；10.亲近刺激性的食物，远离维生素！$LOTOzf$,woman
当雪花飘落在指尖的一刹那，我们切身感受到了冬天的来临。聚会的扎堆儿时间，也是大大小小的年会、派对上各路美女争相斗艳的绝好机会。气质淑女、性感辣妹、还是可人的“小清新”，爱美的你准备以什么形象出现在各种欢乐场合？还等什么，来伊美尔，玩转美丽，做时尚女王:1$LOTOzf$,woman
v5推推【鲍春来正式公布退役国家羽毛球队】宝剑锋从磨砺出，十年的磨炼，虽未褪去宝剑的锋芒，但却留下了不完美的残缺。鲍春来正式宣布退役国家羽毛球队，对于这个消息，在情理之中，却在意料之外。。。http:url.cn/2zlPjP 羽毛球$LOTOzf$,sports
